date_key,sku,category,region,channel,units,revenue_eur,cogs_eur,gross_margin_eur
20250901,SKU-0004,Frozen,East,Retail,50.5,426.22,117.66,308.56
20251001,SKU-0004,Frozen,East,Retail,72.6,612.74,169.16,443.58
20251101,SKU-0004,Frozen,East,Retail,64.9,547.76,151.22,396.54
20251201,SKU-0004,Frozen,East,Retail,60.0,506.4,139.8,366.6
20260101,SKU-0004,Frozen,East,Retail,112.1,946.12,261.19,684.93
20260201,SKU-0004,Frozen,East,Retail,59.5,502.18,138.64,363.54
20260301,SKU-0004,Frozen,East,Retail,68.0,573.92,158.44,415.48
20260401,SKU-0004,Frozen,East,Retail,99.7,841.47,232.3,609.17
20260501,SKU-0004,Frozen,East,Retail,103.3,871.85,240.69,631.16
20260601,SKU-0004,Frozen,East,Retail,110.7,934.31,257.93,676.38
20240701,SKU-0005,Household,North,Wholesale,169.4,1870.18,559.02,1311.16
20240801,SKU-0005,Household,North,Wholesale,276.9,3056.98,913.77,2143.21
20240901,SKU-0005,Household,North,Wholesale,280.4,3095.62,925.32,2170.3
20241001,SKU-0005,Household,North,Wholesale,84.0,927.36,277.2,650.16
20241101,SKU-0005,Household,North,Wholesale,206.1,2275.34,680.13,1595.21
20241201,SKU-0005,Household,North,Wholesale,163.7,1807.25,540.21,1267.04
20250101,SKU-0005,Household,North,Wholesale,145.8,1609.63,481.14,1128.49
20250201,SKU-0005,Household,North,Wholesale,291.7,3220.37,962.61,2257.76
20250301,SKU-0005,Household,North,Wholesale,332.6,3671.9,1097.58,2574.32
20250401,SKU-0005,Household,North,Wholesale,307.1,3390.38,1013.43,2376.95
20250501,SKU-0005,Household,North,Wholesale,184.2,2033.57,607.86,1425.71
20250601,SKU-0005,Household,North,Wholesale,260.3,2873.71,858.99,2014.72
20250701,SKU-0005,Household,North,Wholesale,199.6,2203.58,658.68,1544.9
20250801,SKU-0005,Household,North,Wholesale,288.7,3187.25,952.71,2234.54
20250901,SKU-0005,Household,North,Wholesale,240.5,2655.12,793.65,1861.47
20251001,SKU-0005,Household,North,Wholesale,253.1,2794.22,835.23,1958.99
20251101,SKU-0005,Household,North,Wholesale,247.9,2736.82,818.07,1918.75
20251201,SKU-0005,Household,North,Wholesale,197.3,2178.19,651.09,1527.1
20260101,SKU-0005,Household,North,Wholesale,477.5,5271.6,1575.75,3695.85
20260201,SKU-0005,Household,North,Wholesale,256.7,2833.97,847.11,1986.86
20260301,SKU-0005,Household,North,Wholesale,93.3,1030.03,307.89,722.14
20260401,SKU-0005,Household,North,Wholesale,188.4,2079.94,621.72,1458.22
20260501,SKU-0005,Household,North,Wholesale,187.4,2068.9,618.42,1450.48
20260601,SKU-0005,Household,North,Wholesale,228.4,2521.54,753.72,1767.82
20240701,SKU-0006,Personal Care,East,Wholesale,75.5,682.52,239.34,443.18
20240801,SKU-0006,Personal Care,East,Wholesale,82.2,743.09,260.57,482.52
20240901,SKU-0006,Personal Care,East,Wholesale,81.2,734.05,257.4,476.65
20241001,SKU-0006,Personal Care,East,Wholesale,77.1,696.98,244.41,452.57
20241101,SKU-0006,Personal Care,East,Wholesale,78.5,709.64,248.84,460.8
20241201,SKU-0006,Personal Care,East,Wholesale,82.7,747.61,262.16,485.45
20250101,SKU-0006,Personal Care,East,Wholesale,79.6,719.58,252.33,467.25
20250201,SKU-0006,Personal Care,East,Wholesale,54.2,489.97,171.81,318.16
20250301,SKU-0006,Personal Care,East,Wholesale,63.0,569.52,199.71,369.81
20250401,SKU-0006,Personal Care,East,Wholesale,94.9,857.9,300.83,557.07
20250501,SKU-0006,Personal Care,East,Wholesale,74.3,671.67,235.53,436.14
20250601,SKU-0006,Personal Care,East,Wholesale,92.5,836.2,293.22,542.98
20250701,SKU-0006,Personal Care,East,Wholesale,125.1,1130.9,396.57,734.33
20250801,SKU-0006,Personal Care,East,Wholesale,101.3,915.75,321.12,594.63
20250901,SKU-0006,Personal Care,East,Wholesale,100.2,905.81,317.63,588.18
20251001,SKU-0006,Personal Care,East,Wholesale,100.7,910.33,319.22,591.11
20251101,SKU-0006,Personal Care,East,Wholesale,90.1,814.5,285.62,528.88
20251201,SKU-0006,Personal Care,East,Wholesale,89.6,809.98,284.03,525.95
20260101,SKU-0006,Personal Care,East,Wholesale,89.1,805.46,282.45,523.01
20260201,SKU-0006,Personal Care,East,Wholesale,99.6,900.38,315.73,584.65
20260301,SKU-0006,Personal Care,East,Wholesale,95.8,866.03,303.69,562.34
20260401,SKU-0006,Personal Care,East,Wholesale,77.4,699.7,245.36,454.34
20260501,SKU-0006,Personal Care,East,Wholesale,87.8,793.71,278.33,515.38
20260601,SKU-0006,Personal Care,East,Wholesale,115.0,1039.6,364.55,675.05
20240701,SKU-0007,Confectionery,North,Retail,110.5,430.95,130.39,300.56
20240801,SKU-0007,Confectionery,North,Retail,176.1,686.79,207.8,478.99
20240901,SKU-0007,Confectionery,North,Retail,143.8,560.82,169.68,391.14
20241001,SKU-0007,Confectionery,North,Retail,128.2,499.98,151.28,348.7
20241101,SKU-0007,Confectionery,North,Retail,202.6,790.14,239.07,551.07
20241201,SKU-0007,Confectionery,North,Retail,193.1,753.09,227.86,525.23
20250101,SKU-0007,Confectionery,North,Retail,158.3,617.37,186.79,430.58
20250201,SKU-0007,Confectionery,North,Retail,124.3,484.77,146.67,338.1
20250301,SKU-0007,Confectionery,North,Retail,125.8,490.62,148.44,342.18
20250401,SKU-0007,Confectionery,North,Retail,178.3,695.37,210.39,484.98
20250501,SKU-0007,Confectionery,North,Retail,156.9,611.91,185.14,426.77
20250601,SKU-0007,Confectionery,North,Retail,169.3,660.27,199.77,460.5
20250701,SKU-0007,Confectionery,North,Retail,153.1,597.09,180.66,416.43
20250801,SKU-0007,Confectionery,North,Retail,168.2,655.98,198.48,457.5
20250901,SKU-0007,Confectionery,North,Retail,159.9,623.61,188.68,434.93
20251001,SKU-0007,Confectionery,North,Retail,210.5,820.95,248.39,572.56
20251101,SKU-0007,Confectionery,North,Retail,148.0,577.2,174.64,402.56
20251201,SKU-0007,Confectionery,North,Retail,200.9,783.51,237.06,546.45
20260101,SKU-0007,Confectionery,North,Retail,185.3,722.67,218.65,504.02
20260201,SKU-0007,Confectionery,North,Retail,183.1,714.09,216.06,498.03
20260301,SKU-0007,Confectionery,North,Retail,238.2,928.98,281.08,647.9
20260401,SKU-0007,Confectionery,North,Retail,202.9,791.31,239.42,551.89
20260501,SKU-0007,Confectionery,North,Retail,100.8,393.12,118.94,274.18
20260601,SKU-0007,Confectionery,North,Retail,174.5,680.55,205.91,474.64
20240701,SKU-0008,Pantry,North,Wholesale,136.2,678.28,209.75,468.53
20240801,SKU-0008,Pantry,North,Wholesale,102.4,509.95,157.7,352.25
20240901,SKU-0008,Pantry,North,Wholesale,87.7,436.75,135.06,301.69
20241001,SKU-0008,Pantry,North,Wholesale,60.1,299.3,92.55,206.75
20241101,SKU-0008,Pantry,North,Wholesale,67.0,333.66,103.18,230.48
20241201,SKU-0008,Pantry,North,Wholesale,87.9,437.74,135.37,302.37
20250101,SKU-0008,Pantry,North,Wholesale,74.3,370.01,114.42,255.59
20250201,SKU-0008,Pantry,North,Wholesale,128.2,638.44,197.43,441.01
20250301,SKU-0008,Pantry,North,Wholesale,95.1,473.6,146.45,327.15
20250401,SKU-0008,Pantry,North,Wholesale,60.3,300.29,92.86,207.43
20250501,SKU-0008,Pantry,North,Wholesale,124.7,621.01,192.04,428.97
20250601,SKU-0008,Pantry,North,Wholesale,65.0,323.7,100.1,223.6
20250701,SKU-0008,Pantry,North,Wholesale,117.5,585.15,180.95,404.2
20250801,SKU-0008,Pantry,North,Wholesale,48.6,242.03,74.84,167.19
20250901,SKU-0008,Pantry,North,Wholesale,17.2,85.66,26.49,59.17
20251001,SKU-0008,Pantry,North,Wholesale,101.2,503.98,155.85,348.13
20251101,SKU-0008,Pantry,North,Wholesale,93.3,464.63,143.68,320.95
20251201,SKU-0008,Pantry,North,Wholesale,62.0,308.76,95.48,213.28
20260101,SKU-0008,Pantry,North,Wholesale,128.7,640.93,198.2,442.73
20260201,SKU-0008,Pantry,North,Wholesale,162.3,808.25,249.94,558.31
20260301,SKU-0008,Pantry,North,Wholesale,25.0,124.5,38.5,86.0
20260401,SKU-0008,Pantry,North,Wholesale,145.5,724.59,224.07,500.52
20260501,SKU-0008,Pantry,North,Wholesale,77.2,384.46,118.89,265.57
20260601,SKU-0008,Pantry,North,Wholesale,144.0,717.12,221.76,495.36
20240701,SKU-0009,Beverages,East,Retail,54.3,413.22,134.66,278.56
20240801,SKU-0009,Beverages,East,Retail,47.3,359.95,117.3,242.65
20240901,SKU-0009,Beverages,East,Retail,31.5,239.72,78.12,161.6
20241001,SKU-0009,Beverages,East,Retail,52.8,401.81,130.94,270.87
20241101,SKU-0009,Beverages,East,Retail,39.8,302.88,98.7,204.18
20241201,SKU-0009,Beverages,East,Retail,57.1,434.53,141.61,292.92
20250101,SKU-0009,Beverages,East,Retail,74.1,563.9,183.77,380.13
20250201,SKU-0009,Beverages,East,Retail,78.9,600.43,195.67,404.76
20250301,SKU-0009,Beverages,East,Retail,77.6,590.54,192.45,398.09
20250401,SKU-0009,Beverages,East,Retail,50.4,383.54,124.99,258.55
20250501,SKU-0009,Beverages,East,Retail,73.9,562.38,183.27,379.11
20250601,SKU-0009,Beverages,East,Retail,55.2,420.07,136.9,283.17
20250701,SKU-0009,Beverages,East,Retail,51.2,389.63,126.98,262.65
20250801,SKU-0009,Beverages,East,Retail,34.9,265.59,86.55,179.04
20250901,SKU-0009,Beverages,East,Retail,50.7,385.83,125.74,260.09
20251001,SKU-0009,Beverages,East,Retail,61.8,470.3,153.26,317.04
20251101,SKU-0009,Beverages,East,Retail,47.3,359.95,117.3,242.65
20251201,SKU-0009,Beverages,East,Retail,59.2,450.51,146.82,303.69
20260101,SKU-0009,Beverages,East,Retail,61.4,467.25,152.27,314.98
20260201,SKU-0009,Beverages,East,Retail,95.1,723.71,235.85,487.86
20260301,SKU-0009,Beverages,East,Retail,54.8,417.03,135.9,281.13
20260401,SKU-0009,Beverages,East,Retail,64.9,493.89,160.95,332.94
20260501,SKU-0009,Beverages,East,Retail,69.6,529.66,172.61,357.05
20260601,SKU-0009,Beverages,East,Retail,42.4,322.66,105.15,217.51
20240701,SKU-0010,Snacks,South,Wholesale,290.9,1029.79,357.81,671.98
20240801,SKU-0010,Snacks,South,Wholesale,36.7,129.92,45.14,84.78
20240901,SKU-0010,Snacks,South,Wholesale,160.3,567.46,197.17,370.29
20241001,SKU-0010,Snacks,South,Wholesale,299.4,1059.88,368.26,691.62
20241101,SKU-0010,Snacks,South,Wholesale,412.8,1461.31,507.74,953.57
20241201,SKU-0010,Snacks,South,Wholesale,353.5,1251.39,434.8,816.59
20250101,SKU-0010,Snacks,South,Wholesale,209.7,742.34,257.93,484.41
20250201,SKU-0010,Snacks,South,Wholesale,55.4,196.12,68.14,127.98
20250301,SKU-0010,Snacks,South,Wholesale,333.9,1182.01,410.7,771.31
20250401,SKU-0010,Snacks,South,Wholesale,390.8,1383.43,480.68,902.75
20250501,SKU-0010,Snacks,South,Wholesale,195.4,691.72,240.34,451.38
20250601,SKU-0010,Snacks,South,Wholesale,131.8,466.57,162.11,304.46
20250701,SKU-0010,Snacks,South,Wholesale,80.2,283.91,98.65,185.26
20250801,SKU-0010,Snacks,South,Wholesale,320.3,1133.86,393.97,739.89
20250901,SKU-0010,Snacks,South,Wholesale,240.3,850.66,295.57,555.09
20251001,SKU-0010,Snacks,South,Wholesale,297.3,1052.44,365.68,686.76
20251101,SKU-0010,Snacks,South,Wholesale,399.8,1415.29,491.75,923.54
20251201,SKU-0010,Snacks,South,Wholesale,341.4,1208.56,419.92,788.64
20260101,SKU-0010,Snacks,South,Wholesale,280.5,992.97,345.02,647.95
20260201,SKU-0010,Snacks,South,Wholesale,178.8,632.95,219.92,413.03
20260301,SKU-0010,Snacks,South,Wholesale,392.8,1390.51,483.14,907.37
20260401,SKU-0010,Snacks,South,Wholesale,340.4,1205.02,418.69,786.33
20260501,SKU-0010,Snacks,South,Wholesale,247.4,875.8,304.3,571.5
20260601,SKU-0010,Snacks,South,Wholesale,301.0,1065.54,370.23,695.31
20240701,SKU-0011,Dairy,North,Retail,58.3,320.65,116.6,204.05
20240801,SKU-0011,Dairy,North,Retail,38.7,212.85,77.4,135.45
20240901,SKU-0011,Dairy,North,Retail,57.0,313.5,114.0,199.5
20241001,SKU-0011,Dairy,North,Retail,36.9,202.95,73.8,129.15
20241101,SKU-0011,Dairy,North,Retail,53.5,294.25,107.0,187.25
20241201,SKU-0011,Dairy,North,Retail,50.7,278.85,101.4,177.45
20250101,SKU-0011,Dairy,North,Retail,36.1,198.55,72.2,126.35
20250201,SKU-0011,Dairy,North,Retail,57.3,315.15,114.6,200.55
20250301,SKU-0011,Dairy,North,Retail,65.2,358.6,130.4,228.2
20250401,SKU-0011,Dairy,North,Retail,57.9,318.45,115.8,202.65
20250501,SKU-0011,Dairy,North,Retail,56.6,311.3,113.2,198.1
20250601,SKU-0011,Dairy,North,Retail,50.6,278.3,101.2,177.1
20250701,SKU-0011,Dairy,North,Retail,61.8,339.9,123.6,216.3
20250801,SKU-0011,Dairy,North,Retail,88.4,486.2,176.8,309.4
20250901,SKU-0011,Dairy,North,Retail,69.1,380.05,138.2,241.85
20251001,SKU-0011,Dairy,North,Retail,82.8,455.4,165.6,289.8
20251101,SKU-0011,Dairy,North,Retail,18.8,103.4,37.6,65.8
20251201,SKU-0011,Dairy,North,Retail,51.4,282.7,102.8,179.9
20260101,SKU-0011,Dairy,North,Retail,35.9,197.45,71.8,125.65
20260201,SKU-0011,Dairy,North,Retail,54.2,298.1,108.4,189.7
20260301,SKU-0011,Dairy,North,Retail,53.4,293.7,106.8,186.9
20260401,SKU-0011,Dairy,North,Retail,58.5,321.75,117.0,204.75
20260501,SKU-0011,Dairy,North,Retail,67.6,371.8,135.2,236.6
20260601,SKU-0011,Dairy,North,Retail,75.1,413.05,150.2,262.85
20240701,SKU-0012,Frozen,South,Retail,152.4,1434.08,461.77,972.31
20240801,SKU-0012,Frozen,South,Retail,149.0,1402.09,451.47,950.62
20240901,SKU-0012,Frozen,South,Retail,131.0,1232.71,396.93,835.78
20241001,SKU-0012,Frozen,South,Retail,141.4,1330.57,428.44,902.13
20241101,SKU-0012,Frozen,South,Retail,147.2,1385.15,446.02,939.13
20241201,SKU-0012,Frozen,South,Retail,85.0,799.85,257.55,542.3
20250101,SKU-0012,Frozen,South,Retail,64.3,605.06,194.83,410.23
20250201,SKU-0012,Frozen,South,Retail,136.4,1283.52,413.29,870.23
20250301,SKU-0012,Frozen,South,Retail,151.3,1423.73,458.44,965.29
20250401,SKU-0012,Frozen,South,Retail,126.9,1194.13,384.51,809.62
20250501,SKU-0012,Frozen,South,Retail,185.1,1741.79,560.85,1180.94
20250601,SKU-0012,Frozen,South,Retail,148.3,1395.5,449.35,946.15
20250701,SKU-0012,Frozen,South,Retail,175.1,1647.69,530.55,1117.14
20250801,SKU-0012,Frozen,South,Retail,92.2,867.6,279.37,588.23
20250901,SKU-0012,Frozen,South,Retail,132.4,1245.88,401.17,844.71
20251001,SKU-0012,Frozen,South,Retail,125.2,1178.13,379.36,798.77
20251101,SKU-0012,Frozen,South,Retail,108.4,1020.04,328.45,691.59
20251201,SKU-0012,Frozen,South,Retail,160.5,1510.3,486.31,1023.99
20260101,SKU-0012,Frozen,South,Retail,120.6,1134.85,365.42,769.43
20260201,SKU-0012,Frozen,South,Retail,129.3,1216.71,391.78,824.93
20260301,SKU-0012,Frozen,South,Retail,210.0,1976.1,636.3,1339.8
20260401,SKU-0012,Frozen,South,Retail,173.3,1630.75,525.1,1105.65
20260501,SKU-0012,Frozen,South,Retail,206.8,1945.99,626.6,1319.39
20260601,SKU-0012,Frozen,South,Retail,150.4,1415.26,455.71,959.55
20240701,SKU-0013,Household,South,Retail,67.0,805.34,270.01,535.33
20240801,SKU-0013,Household,South,Retail,72.1,866.64,290.56,576.08
20240901,SKU-0013,Household,South,Retail,59.6,716.39,240.19,476.2
20241001,SKU-0013,Household,South,Retail,65.8,790.92,265.17,525.75
20241101,SKU-0013,Household,South,Retail,65.4,786.11,263.56,522.55
20241201,SKU-0013,Household,South,Retail,75.3,905.11,303.46,601.65
20250101,SKU-0013,Household,South,Retail,75.6,908.71,304.67,604.04
20250201,SKU-0013,Household,South,Retail,88.8,1067.38,357.86,709.52
20250301,SKU-0013,Household,South,Retail,93.4,1122.67,376.4,746.27
20250401,SKU-0013,Household,South,Retail,87.1,1046.94,351.01,695.93
20250501,SKU-0013,Household,South,Retail,64.0,769.28,257.92,511.36
20250601,SKU-0013,Household,South,Retail,81.2,976.02,327.24,648.78
20250701,SKU-0013,Household,South,Retail,75.0,901.5,302.25,599.25
20250801,SKU-0013,Household,South,Retail,67.7,813.75,272.83,540.92
20250901,SKU-0013,Household,South,Retail,63.0,757.26,253.89,503.37
20251001,SKU-0013,Household,South,Retail,44.0,528.88,177.32,351.56
20251101,SKU-0013,Household,South,Retail,79.5,955.59,320.39,635.2
20251201,SKU-0013,Household,South,Retail,90.4,1086.61,364.31,722.3
20260101,SKU-0013,Household,South,Retail,106.7,1282.53,430.0,852.53
20260201,SKU-0013,Household,South,Retail,74.0,889.48,298.22,591.26
20260301,SKU-0013,Household,South,Retail,86.0,1033.72,346.58,687.14
20260401,SKU-0013,Household,South,Retail,92.3,1109.45,371.97,737.48
20260501,SKU-0013,Household,South,Retail,94.1,1131.08,379.22,751.86
20260601,SKU-0013,Household,South,Retail,87.2,1048.14,351.42,696.72
20240701,SKU-0014,Personal Care,West,Wholesale,137.7,1763.94,432.38,1331.56
20240801,SKU-0014,Personal Care,West,Wholesale,331.1,4241.39,1039.65,3201.74
20240901,SKU-0014,Personal Care,West,Wholesale,353.5,4528.34,1109.99,3418.35
20241001,SKU-0014,Personal Care,West,Wholesale,214.7,2750.31,674.16,2076.15
20241101,SKU-0014,Personal Care,West,Wholesale,148.7,1904.85,466.92,1437.93
20241201,SKU-0014,Personal Care,West,Wholesale,206.2,2641.42,647.47,1993.95
20250101,SKU-0014,Personal Care,West,Wholesale,149.2,1911.25,468.49,1442.76
20250201,SKU-0014,Personal Care,West,Wholesale,156.5,2004.76,491.41,1513.35
20250301,SKU-0014,Personal Care,West,Wholesale,268.0,3433.08,841.52,2591.56
20250401,SKU-0014,Personal Care,West,Wholesale,187.3,2399.31,588.12,1811.19
20250501,SKU-0014,Personal Care,West,Wholesale,220.1,2819.48,691.11,2128.37
20250601,SKU-0014,Personal Care,West,Wholesale,210.9,2701.63,662.23,2039.4
20250701,SKU-0014,Personal Care,West,Wholesale,293.5,3759.74,921.59,2838.15
20250801,SKU-0014,Personal Care,West,Wholesale,147.5,1889.48,463.15,1426.33
20250901,SKU-0014,Personal Care,West,Wholesale,239.6,3069.28,752.34,2316.94
20251001,SKU-0014,Personal Care,West,Wholesale,141.9,1817.74,445.57,1372.17
20251101,SKU-0014,Personal Care,West,Wholesale,92.5,1184.92,290.45,894.47
20251201,SKU-0014,Personal Care,West,Wholesale,245.7,3147.42,771.5,2375.92
20260101,SKU-0014,Personal Care,West,Wholesale,200.5,2568.41,629.57,1938.84
20260201,SKU-0014,Personal Care,West,Wholesale,250.5,3208.9,786.57,2422.33
20260301,SKU-0014,Personal Care,West,Wholesale,222.7,2852.79,699.28,2153.51
20260401,SKU-0014,Personal Care,West,Wholesale,279.5,3580.4,877.63,2702.77
20260501,SKU-0014,Personal Care,West,Wholesale,257.1,3293.45,807.29,2486.16
20260601,SKU-0014,Personal Care,West,Wholesale,118.0,1511.58,370.52,1141.06
20240701,SKU-0015,Confectionery,West,Retail,36.6,153.35,49.78,103.57
20240801,SKU-0015,Confectionery,West,Retail,38.3,160.48,52.09,108.39
20240901,SKU-0015,Confectionery,West,Retail,53.2,222.91,72.35,150.56
20241001,SKU-0015,Confectionery,West,Retail,74.8,313.41,101.73,211.68
20241101,SKU-0015,Confectionery,West,Retail,73.5,307.97,99.96,208.01
20241201,SKU-0015,Confectionery,West,Retail,17.1,71.65,23.26,48.39
20250101,SKU-0015,Confectionery,West,Retail,92.3,386.74,125.53,261.21
20250201,SKU-0015,Confectionery,West,Retail,69.5,291.21,94.52,196.69
20250301,SKU-0015,Confectionery,West,Retail,63.3,265.23,86.09,179.14
20250401,SKU-0015,Confectionery,West,Retail,60.6,253.91,82.42,171.49
20250501,SKU-0015,Confectionery,West,Retail,52.8,221.23,71.81,149.42
20250601,SKU-0015,Confectionery,West,Retail,87.9,368.3,119.54,248.76
20250701,SKU-0015,Confectionery,West,Retail,11.9,49.86,16.18,33.68
20250801,SKU-0015,Confectionery,West,Retail,94.7,396.79,128.79,268.0
20250901,SKU-0015,Confectionery,West,Retail,42.3,177.24,57.53,119.71
20251001,SKU-0015,Confectionery,West,Retail,68.9,288.69,93.7,194.99
20251101,SKU-0015,Confectionery,West,Retail,48.6,203.63,66.1,137.53
